id,1,2,3,4,5,6,7,8,9,10,11,12,classification
RLGypsy_1_1249_mnt,0.272,0.534,0.621,0.59,0.532,0.532,0.127,0.274,-0.035,-0.035,0.586,0.597,1.1.7
RLGypsy_1_1250_mnt,0.212,0.456,0.61,0.535,0.455,0.455,0.059,0.214,-0.044,-0.044,0.531,0.54,1.1.7
RLGypsy_1_1251_mnt,0.212,0.317,0.64,0.37,0.315,0.315,-0.071,0.208,0.108,0.108,0.365,0.368,1.1.7
RLGypsy_1_1252_mnt,0.212,0.317,0.64,0.37,0.315,0.315,-0.114,0.208,0.108,0.108,0.365,0.368,1.1.7
RLGypsy_1_1253_mnt,0.212,0.317,0.64,0.37,0.315,0.315,-0.114,0.208,0.108,0.108,0.365,0.368,1.1.7
RLGypsy_1_1254_mnt,0.212,0.317,0.64,0.37,0.315,0.315,-0.114,0.208,0.108,0.108,0.365,0.368,1.1.7
RLGypsy_1_1255_mnt,0.367,0.656,0.707,0.705,0.655,0.655,0.296,0.372,0.032,0.032,0.701,0.716,1.1.7
RLGypsy_1_1256_mnt,0.278,0.522,0.6,0.565,0.521,0.521,0.132,0.28,-0.025,-0.025,0.561,0.572,1.1.7
RLGypsy_1_1257_mnt,0.376,0.672,0.703,0.712,0.671,0.671,0.318,0.381,0.027,0.027,0.707,0.723,1.1.7
RLGypsy_1_1258_mnt,0.23,0.492,0.66,0.58,0.49,0.49,0.128,0.232,0.002,0.002,0.576,0.585,1.1.7
RLGypsy_1_1259_mnt,0.184,0.427,0.678,0.567,0.426,0.426,0.098,0.185,0.011,0.011,0.563,0.57,1.1.7
RLGypsy_1_1260_mnt,0.263,0.545,0.646,0.612,0.543,0.543,0.2,0.266,-0.005,-0.005,0.607,0.617,1.1.7
RLGypsy_1_1261_mnt,0.09,0.284,0.631,0.445,0.283,0.283,0.116,0.091,-0.035,-0.035,0.442,0.443,1.1.7
RLGypsy_1_1262_mnt,0.198,0.425,0.613,0.508,0.424,0.424,0.137,0.199,-0.049,-0.049,0.504,0.512,1.1.7
RLGypsy_1_1263_mnt,0.199,0.422,0.608,0.501,0.421,0.421,0.137,0.2,-0.051,-0.051,0.497,0.505,1.1.7
RLGypsy_1_1264_mnt,0.225,0.459,0.624,0.533,0.458,0.458,0.073,0.226,-0.034,-0.034,0.529,0.537,1.1.7
RLGypsy_1_1265_mnt,0.217,0.451,0.631,0.532,0.449,0.449,0.146,0.219,-0.034,-0.034,0.528,0.536,1.1.7
RLGypsy_1_1266_mnt,0.248,0.463,0.608,0.527,0.462,0.462,0.134,0.25,-0.034,-0.034,0.523,0.532,1.1.7
RLGypsy_1_1267_mnt,0.2,0.419,0.682,0.53,0.418,0.418,0.134,0.201,-0.004,-0.004,0.526,0.533,1.1.7
RLGypsy_1_1268_mnt,0.165,0.392,0.682,0.53,0.391,0.391,0.16,0.166,0.013,0.013,0.526,0.531,1.1.7
RLGypsy_1_1269_mnt,0.24,0.481,0.631,0.548,0.48,0.48,0.095,0.242,-0.029,-0.029,0.544,0.553,1.1.7
RLGypsy_1_1270_mnt,0.107,0.341,0.653,0.466,0.34,0.34,0.11,0.108,-0.011,-0.011,0.462,0.466,1.1.7
RLGypsy_1_1271_mnt,0.175,0.413,0.678,0.554,0.412,0.412,0.151,0.176,0.012,0.012,0.55,0.556,1.1.7
RLGypsy_1_1272_mnt,0.421,0.79,0.713,0.766,0.788,0.788,0.447,0.428,0.008,0.008,0.761,0.778,1.1.7
RLGypsy_1_1273_mnt,0.421,0.79,0.727,0.768,0.788,0.788,0.453,0.428,0.013,0.013,0.763,0.779,1.1.7
RLGypsy_1_1274_mnt,0.223,0.417,0.564,0.484,0.416,0.416,0.1,0.223,-0.06,-0.06,0.48,0.487,1.1.7
RLGypsy_1_1275_mnt,0.219,0.409,0.559,0.48,0.408,0.408,0.09,0.219,-0.06,-0.06,0.476,0.483,1.1.7
RLGypsy_1_1276_mnt,0.31,0.585,0.601,0.608,0.584,0.584,0.248,0.315,0.011,0.011,0.603,0.615,1.1.7
RLGypsy_1_1277_mnt,0.203,0.439,0.599,0.511,0.438,0.438,0.154,0.204,-0.051,-0.051,0.506,0.515,1.1.7
RLGypsy_1_1278_mnt,0.152,0.395,0.642,0.488,0.393,0.393,0.099,0.153,-0.005,-0.005,0.485,0.49,1.1.7
RLGypsy_1_1279_mnt,0.342,0.57,0.713,0.619,0.569,0.569,0.203,0.345,0.092,0.092,0.614,0.628,1.1.7
RLGypsy_1_1280_mnt,0.326,0.568,0.636,0.605,0.567,0.567,0.175,0.328,-0.001,-0.001,0.601,0.614,1.1.7
RLGypsy_1_1281_mnt,0.268,0.568,0.726,0.672,0.566,0.566,0.237,0.272,0.047,0.047,0.667,0.678,1.1.7
RLGypsy_1_1282_mnt,0.281,0.575,0.704,0.655,0.573,0.573,0.146,0.284,0.036,0.036,0.65,0.661,1.1.7
RLGypsy_1_1283_mnt,0.253,0.513,0.693,0.61,0.512,0.512,0.15,0.255,0.012,0.012,0.606,0.616,1.1.7
RLGypsy_1_1284_mnt,0.117,0.354,0.702,0.518,0.353,0.353,0.139,0.118,0.028,0.028,0.514,0.518,1.1.7
RLGypsy_1_1285_mnt,0.267,0.528,0.566,0.565,0.526,0.526,0.172,0.27,-0.031,-0.031,0.56,0.571,1.1.7
RLGypsy_1_1286_mnt,0.382,0.673,0.628,0.672,0.671,0.671,0.244,0.388,0.007,0.007,0.667,0.683,1.1.7
RLGypsy_1_1287_mnt,0.37,0.66,0.624,0.66,0.658,0.658,0.216,0.376,0.009,0.009,0.655,0.671,1.1.7
RLGypsy_1_1288_mnt,0.22,0.426,0.591,0.498,0.425,0.425,0.113,0.221,-0.043,-0.043,0.494,0.501,1.1.7
RLGypsy_1_1289_mnt,0.264,0.486,0.608,0.538,0.485,0.485,0.15,0.266,-0.029,-0.029,0.534,0.543,1.1.7
RLGypsy_1_1290_mnt,0.242,0.516,0.639,0.581,0.514,0.514,0.178,0.245,-0.011,-0.011,0.576,0.586,1.1.7
RLGypsy_1_1291_mnt,0.151,0.382,0.685,0.536,0.381,0.381,0.145,0.152,0.013,0.013,0.532,0.537,1.1.7
RLGypsy_1_1292_mnt,0.343,0.638,0.655,0.655,0.636,0.636,0.294,0.35,0.038,0.038,0.65,0.665,1.1.7
RLGypsy_1_1293_mnt,0.126,0.344,0.924,0.476,0.343,0.343,0.163,0.129,0.122,0.122,0.471,0.476,1.1.7
RLGypsy_1_1294_mnt,0.222,0.485,0.731,0.616,0.484,0.484,0.177,0.224,0.038,0.038,0.612,0.621,1.1.7
RLGypsy_1_1295_mnt,0.168,0.408,0.662,0.541,0.406,0.406,0.075,0.169,-0.001,-0.001,0.538,0.544,1.1.7
RLGypsy_1_1296_mnt,0.157,0.395,0.691,0.539,0.393,0.393,0.162,0.158,0.019,0.019,0.535,0.54,1.1.7
RLGypsy_1_1297_mnt,0.207,0.45,0.601,0.494,0.449,0.449,0.102,0.209,-0.015,-0.015,0.49,0.497,1.1.7
RLGypsy_1_1298_mnt,0.302,0.536,0.592,0.577,0.535,0.535,0.137,0.304,-0.044,-0.044,0.573,0.583,1.1.7
RLGypsy_1_1299_mnt,0.444,0.764,0.694,0.747,0.763,0.763,0.39,0.45,0.037,0.037,0.743,0.761,1.1.7
RLGypsy_1_1300_mnt,0.465,0.769,0.646,0.729,0.768,0.768,0.402,0.471,0.036,0.036,0.724,0.743,1.1.7
RLGypsy_1_1301_mnt,0.499,0.833,0.743,0.838,0.832,0.832,0.34,0.504,0.056,0.056,0.835,0.848,1.1.7
RLGypsy_1_1302_mnt,0.515,0.859,0.755,0.857,0.858,0.858,0.488,0.521,0.063,0.063,0.854,0.867,1.1.7
RLGypsy_1_1303_mnt,0.519,0.86,0.754,0.856,0.858,0.858,0.486,0.524,0.066,0.066,0.853,0.866,1.1.7
RLGypsy_1_1304_mnt,0.306,0.588,0.687,0.648,0.587,0.587,0.197,0.309,0.005,0.005,0.644,0.654,1.1.7
RLGypsy_1_1305_mnt,0.167,0.394,0.608,0.496,0.393,0.393,0.135,0.167,-0.05,-0.05,0.492,0.499,1.1.7
RLGypsy_1_1306_mnt,0.114,0.318,0.664,0.466,0.316,0.316,0.076,0.114,0.013,0.013,0.462,0.465,1.1.7
RLGypsy_1_1307_mnt,0.262,0.48,0.55,0.514,0.479,0.479,0.118,0.264,-0.063,-0.063,0.511,0.519,1.1.7
RLGypsy_1_1308_mnt,0.36,0.63,0.594,0.614,0.629,0.629,0.276,0.365,-0.033,-0.033,0.609,0.624,1.1.7
RLGypsy_1_1309_mnt,0.125,0.38,0.662,0.512,0.379,0.379,0.048,0.125,0.017,0.017,0.508,0.515,1.1.7
RLGypsy_1_1310_mnt,0.098,0.296,0.623,0.464,0.295,0.295,0.104,0.098,-0.042,-0.042,0.46,0.463,1.1.7
RLGypsy_1_1311_mnt,0.331,0.573,0.576,0.581,0.572,0.572,0.198,0.334,-0.021,-0.021,0.576,0.588,1.1.7
RLGypsy_1_1312_mnt,0.291,0.526,0.598,0.558,0.525,0.525,0.155,0.294,-0.022,-0.022,0.554,0.564,1.1.7
RLGypsy_1_1313_mnt,0.298,0.531,0.591,0.556,0.53,0.53,0.161,0.301,-0.022,-0.022,0.552,0.562,1.1.7
RLGypsy_1_1314_mnt,0.351,0.622,0.631,0.645,0.621,0.621,0.237,0.355,-0.004,-0.004,0.641,0.655,1.1.7
RLGypsy_1_1315_mnt,0.161,0.395,0.544,0.484,0.394,0.394,0.041,0.162,-0.068,-0.068,0.48,0.488,1.1.7
RLGypsy_1_1316_mnt,0.23,0.488,0.623,0.539,0.486,0.486,0.179,0.232,-0.027,-0.027,0.535,0.543,1.1.7
RLGypsy_1_1317_mnt,0.345,0.629,0.632,0.643,0.627,0.627,0.302,0.349,-0.023,-0.023,0.638,0.652,1.1.7
RLGypsy_1_1318_mnt,0.261,0.523,0.635,0.571,0.521,0.521,0.112,0.263,-0.018,-0.018,0.566,0.576,1.1.7
RLGypsy_1_1319_mnt,0.205,0.442,0.619,0.515,0.441,0.441,0.059,0.207,-0.045,-0.045,0.511,0.519,1.1.7
RLGypsy_1_1320_mnt,0.21,0.456,0.691,0.579,0.455,0.455,0.161,0.211,0.017,0.017,0.576,0.584,1.1.7
RLGypsy_1_1321_mnt,0.13,0.36,0.643,0.497,0.358,0.358,0.087,0.13,-0.014,-0.014,0.494,0.499,1.1.7
RLGypsy_1_1322_mnt,0.139,0.414,0.811,0.618,0.413,0.413,0.069,0.141,0.073,0.073,0.615,0.62,1.1.7
RLGypsy_1_1323_mnt,0.163,0.407,0.688,0.533,0.405,0.405,0.093,0.164,0.019,0.019,0.528,0.534,1.1.7
RLGypsy_1_1324_mnt,0.109,0.331,0.649,0.473,0.33,0.33,0.067,0.109,0.007,0.007,0.469,0.473,1.1.7
RLGypsy_1_1325_mnt,0.383,0.738,0.731,0.79,0.738,0.738,0.219,0.388,0.056,0.056,0.785,0.802,1.1.7
RLGypsy_1_1326_mnt,0.382,0.739,0.733,0.791,0.738,0.738,0.223,0.387,0.058,0.058,0.787,0.804,1.1.7
RLGypsy_1_1327_mnt,0.137,0.362,0.717,0.517,0.361,0.361,0.05,0.138,0.024,0.024,0.514,0.518,1.1.7
RLGypsy_1_1328_mnt,0.374,0.624,0.632,0.633,0.623,0.623,0.242,0.377,0.009,0.009,0.629,0.642,1.1.7
RLGypsy_1_1329_mnt,0.152,0.39,0.683,0.523,0.389,0.389,0.109,0.153,-0.002,-0.002,0.519,0.524,1.1.7
RLGypsy_1_1330_mnt,0.369,0.714,0.765,0.771,0.713,0.713,0.217,0.374,0.045,0.045,0.766,0.781,1.1.7
RLGypsy_1_1331_mnt,0.119,0.355,0.691,0.518,0.354,0.354,0.133,0.12,0.028,0.028,0.514,0.519,1.1.7
RLGypsy_1_1332_mnt,0.185,0.383,0.545,0.465,0.382,0.382,0.033,0.185,-0.077,-0.077,0.462,0.469,1.1.7
RLGypsy_1_1333_mnt,0.192,0.394,0.544,0.477,0.393,0.393,0.033,0.192,-0.072,-0.072,0.473,0.48,1.1.7
RLGypsy_1_1334_mnt,0.381,0.661,0.651,0.673,0.66,0.66,0.262,0.386,0.006,0.006,0.669,0.684,1.1.7
RLGypsy_1_1335_mnt,0.246,0.448,0.54,0.495,0.447,0.447,0.082,0.247,-0.055,-0.055,0.491,0.5,1.1.7
RLGypsy_1_1336_mnt,0.223,0.287,0.596,0.321,0.285,0.285,-0.068,0.217,0.069,0.069,0.317,0.32,1.1.7
RLGypsy_1_1337_mnt,0.166,0.408,0.69,0.549,0.407,0.407,0.153,0.167,0.017,0.017,0.545,0.55,1.1.7
RLGypsy_1_1338_mnt,0.151,0.389,0.644,0.502,0.388,0.388,0.115,0.152,-0.004,-0.004,0.498,0.504,1.1.7
RLGypsy_1_1339_mnt,0.165,0.412,0.651,0.515,0.411,0.411,0.088,0.166,0.007,0.007,0.51,0.517,1.1.7
RLGypsy_1_1340_mnt,0.108,0.311,0.638,0.477,0.31,0.31,0.045,0.107,-0.028,-0.028,0.473,0.476,1.1.7
RLGypsy_1_1341_mnt,0.101,0.305,0.622,0.464,0.304,0.304,0.114,0.102,-0.043,-0.043,0.461,0.463,1.1.7
RLGypsy_1_1342_mnt,0.211,0.445,0.58,0.517,0.443,0.443,0.059,0.212,-0.047,-0.047,0.513,0.522,1.1.7
RLGypsy_1_1343_mnt,0.161,0.398,0.684,0.529,0.397,0.397,0.094,0.161,0.027,0.027,0.525,0.53,1.1.7
RLGypsy_1_1344_mnt,0.234,0.478,0.61,0.549,0.477,0.477,0.104,0.236,-0.023,-0.023,0.545,0.554,1.1.7
RLGypsy_1_1345_mnt,0.163,0.4,0.663,0.516,0.399,0.399,0.066,0.164,0.008,0.008,0.512,0.517,1.1.7
RLGypsy_1_1346_mnt,0.157,0.386,0.67,0.517,0.384,0.384,0.05,0.158,0.009,0.009,0.513,0.519,1.1.7
RLGypsy_1_1347_mnt,0.205,0.45,0.667,0.569,0.449,0.449,0.151,0.207,-0.005,-0.005,0.565,0.573,1.1.7
RLGypsy_1_1348_mnt,0.2,0.466,0.776,0.594,0.464,0.464,0.135,0.202,0.061,0.061,0.591,0.599,1.1.7
RLGypsy_1_1349_mnt,0.142,0.394,0.68,0.552,0.393,0.393,0.063,0.143,0.025,0.025,0.548,0.554,1.1.7
RLGypsy_1_1350_mnt,0.315,0.533,0.553,0.558,0.532,0.532,0.182,0.317,-0.029,-0.029,0.554,0.566,1.1.7
RLGypsy_1_1351_mnt,0.282,0.579,0.685,0.646,0.577,0.577,0.254,0.286,0.018,0.018,0.642,0.653,1.1.7
RLGypsy_1_1352_mnt,0.124,0.336,0.677,0.479,0.335,0.335,0.065,0.124,0.016,0.016,0.476,0.48,1.1.7
RLGypsy_1_1353_mnt,0.124,0.403,0.772,0.602,0.402,0.402,0.042,0.126,0.05,0.05,0.598,0.603,1.1.7
RLGypsy_1_1354_mnt,0.359,0.646,0.676,0.678,0.644,0.644,0.276,0.364,0.022,0.022,0.674,0.689,1.1.7
RLGypsy_1_1355_mnt,0.272,0.563,0.609,0.616,0.561,0.561,0.247,0.276,-0.008,-0.008,0.611,0.623,1.1.7
RLGypsy_1_1356_mnt,0.118,0.324,0.636,0.451,0.322,0.322,0.056,0.118,-0.001,-0.001,0.448,0.451,1.1.7
RLGypsy_1_1357_mnt,0.205,0.443,0.732,0.587,0.442,0.442,0.169,0.206,0.034,0.034,0.583,0.589,1.1.7
RLGypsy_1_1358_mnt,0.203,0.427,0.617,0.504,0.426,0.426,0.088,0.205,-0.035,-0.035,0.501,0.508,1.1.7
RLGypsy_1_1359_mnt,0.283,0.564,0.615,0.593,0.562,0.562,0.205,0.287,0.01,0.01,0.588,0.6,1.1.7
RLGypsy_1_1360_mnt,0.308,0.595,0.684,0.671,0.594,0.594,0.175,0.311,0.01,0.01,0.667,0.679,1.1.7
RLGypsy_1_1361_mnt,0.246,0.486,0.634,0.546,0.485,0.485,0.141,0.248,-0.015,-0.015,0.542,0.552,1.1.7
RLGypsy_1_1362_mnt,0.596,1.063,0.96,1.041,1.061,1.061,0.618,0.607,0.175,0.175,1.035,1.058,1.1.7
RLGypsy_1_1363_mnt,0.623,1.104,0.973,1.074,1.102,1.102,0.73,0.635,0.183,0.183,1.068,1.092,1.1.7
RLGypsy_1_1364_mnt,0.339,0.634,0.695,0.688,0.633,0.633,0.272,0.343,0.014,0.014,0.684,0.698,1.1.7
RLGypsy_1_1365_mnt,0.343,0.643,0.678,0.693,0.642,0.642,0.32,0.347,0.006,0.006,0.688,0.702,1.1.7
RLGypsy_1_1366_mnt,0.347,0.569,0.526,0.557,0.568,0.568,0.132,0.349,-0.043,-0.043,0.553,0.565,1.1.7
RLGypsy_1_1367_mnt,0.167,0.414,0.629,0.516,0.413,0.413,0.079,0.168,-0.002,-0.002,0.511,0.518,1.1.7
RLGypsy_1_1368_mnt,0.478,0.74,0.641,0.703,0.739,0.739,0.365,0.483,0.022,0.022,0.699,0.716,1.1.7
RLGypsy_1_1369_mnt,0.479,0.774,0.63,0.726,0.773,0.773,0.415,0.485,0.025,0.025,0.723,0.741,1.1.7
RLGypsy_1_1370_mnt,0.194,0.411,0.665,0.526,0.41,0.41,0.157,0.194,-0.019,-0.019,0.522,0.53,1.1.7
RLGypsy_1_1371_mnt,0.195,0.434,0.664,0.554,0.433,0.433,0.094,0.196,-0.006,-0.006,0.549,0.556,1.1.7
RLGypsy_1_1372_mnt,0.327,0.603,0.702,0.68,0.601,0.601,0.263,0.33,0.021,0.021,0.675,0.686,1.1.7
RLGypsy_1_1373_mnt,0.323,0.592,0.675,0.668,0.59,0.59,0.137,0.327,0.011,0.011,0.663,0.675,1.1.7
RLGypsy_1_1374_mnt,0.608,0.963,0.649,0.795,0.962,0.962,0.519,0.619,0.012,0.012,0.789,0.812,1.1.7
RLGypsy_1_1375_mnt,0.575,0.918,0.672,0.785,0.916,0.916,0.481,0.585,0.025,0.025,0.779,0.801,1.1.7
RLGypsy_1_1376_mnt,0.425,0.701,0.579,0.66,0.7,0.7,0.31,0.43,-0.028,-0.028,0.656,0.671,1.1.7
RLGypsy_1_1377_mnt,0.424,0.703,0.578,0.662,0.701,0.701,0.309,0.429,-0.029,-0.029,0.658,0.673,1.1.7
RLGypsy_1_1378_mnt,0.409,0.693,0.573,0.661,0.691,0.691,0.227,0.414,-0.028,-0.028,0.656,0.672,1.1.7
RLGypsy_1_1379_mnt,0.262,0.54,0.672,0.624,0.538,0.538,0.195,0.265,-0.002,-0.002,0.62,0.63,1.1.7
RLGypsy_1_1380_mnt,0.257,0.491,0.6,0.541,0.49,0.49,0.132,0.26,-0.039,-0.039,0.537,0.546,1.1.7
RLGypsy_1_1381_mnt,0.267,0.506,0.608,0.552,0.505,0.505,0.135,0.27,-0.036,-0.036,0.548,0.557,1.1.7
RLGypsy_1_1382_mnt,0.198,0.406,0.579,0.482,0.405,0.405,0.088,0.199,-0.053,-0.053,0.478,0.485,1.1.7
RLGypsy_1_1383_mnt,0.363,0.652,0.617,0.662,0.651,0.651,0.325,0.368,0.001,0.001,0.657,0.672,1.1.7
RLGypsy_1_1384_mnt,0.14,0.388,0.757,0.556,0.387,0.387,0.049,0.141,0.056,0.056,0.552,0.557,1.1.7
RLGypsy_1_1385_mnt,0.22,0.448,0.584,0.519,0.447,0.447,0.147,0.221,-0.038,-0.038,0.514,0.523,1.1.7
RLGypsy_1_1386_mnt,0.102,0.3,0.628,0.462,0.299,0.299,0.112,0.102,-0.041,-0.041,0.459,0.461,1.1.7
RLGypsy_1_1387_mnt,0.419,0.757,0.744,0.763,0.755,0.755,0.378,0.426,0.057,0.057,0.758,0.776,1.1.7
RLGypsy_1_1388_mnt,0.418,0.753,0.75,0.759,0.751,0.751,0.374,0.425,0.061,0.061,0.754,0.772,1.1.7
RLGypsy_1_1389_mnt,0.511,0.851,0.667,0.772,0.85,0.85,0.497,0.519,0.033,0.033,0.768,0.789,1.1.7
RLGypsy_1_1390_mnt,0.211,0.46,0.666,0.565,0.459,0.459,0.133,0.213,-0.006,-0.006,0.562,0.569,1.1.7
RLGypsy_1_1391_mnt,0.498,0.796,0.672,0.753,0.795,0.795,0.451,0.504,0.04,0.04,0.748,0.767,1.1.7
RLGypsy_1_1392_mnt,0.107,0.338,0.652,0.467,0.337,0.337,0.07,0.107,-0.005,-0.005,0.463,0.467,1.1.7
RLGypsy_1_1393_mnt,0.249,0.485,0.607,0.538,0.484,0.484,0.085,0.251,-0.027,-0.027,0.534,0.543,1.1.7
RLGypsy_1_1394_mnt,0.101,0.347,0.711,0.506,0.346,0.346,0.08,0.102,0.037,0.037,0.502,0.506,1.1.7
RLGypsy_1_1395_mnt,0.137,0.396,0.658,0.5,0.394,0.394,0.073,0.138,0.011,0.011,0.496,0.501,1.1.7
RLGypsy_1_1396_mnt,0.129,0.354,0.702,0.521,0.353,0.353,0.141,0.129,0.028,0.028,0.517,0.521,1.1.7
RLGypsy_1_1397_mnt,0.11,0.333,0.631,0.467,0.332,0.332,0.075,0.11,-0.008,-0.008,0.463,0.467,1.1.7
RLGypsy_1_1398_mnt,0.227,0.326,0.596,0.356,0.324,0.324,-0.09,0.223,0.065,0.065,0.351,0.354,1.1.7
RLGypsy_1_1399_mnt,0.227,0.326,0.596,0.356,0.324,0.324,-0.09,0.223,0.065,0.065,0.351,0.354,1.1.7
RLGypsy_1_1400_mnt,0.14,0.392,0.713,0.533,0.391,0.391,0.124,0.14,0.037,0.037,0.528,0.531,1.1.7
RLGypsy_1_1401_mnt,0.13,0.363,0.729,0.525,0.362,0.362,0.055,0.13,0.028,0.028,0.521,0.525,1.1.7
RLGypsy_1_1402_mnt,0.127,0.347,0.676,0.484,0.346,0.346,0.064,0.128,0.016,0.016,0.48,0.485,1.1.7
RLGypsy_1_1403_mnt,0.168,0.388,0.673,0.521,0.387,0.387,0.145,0.169,0.007,0.007,0.517,0.523,1.1.7
RLGypsy_1_1404_mnt,0.35,0.603,0.644,0.631,0.602,0.602,0.223,0.353,-0.002,-0.002,0.627,0.64,1.1.7
RLGypsy_1_1405_mnt,0.238,0.482,0.628,0.547,0.48,0.48,0.128,0.24,-0.016,-0.016,0.542,0.551,1.1.7
RLGypsy_1_1406_mnt,0.243,0.483,0.606,0.572,0.482,0.482,0.097,0.245,-0.027,-0.027,0.568,0.578,1.1.7
RLGypsy_1_1407_mnt,0.274,0.54,0.652,0.615,0.539,0.539,0.154,0.276,-0.0,-0.0,0.611,0.622,1.1.7
RLGypsy_1_1408_mnt,0.269,0.535,0.658,0.615,0.534,0.534,0.222,0.272,0.003,0.003,0.611,0.621,1.1.7
RLGypsy_1_1409_mnt,0.179,0.406,0.599,0.494,0.405,0.405,0.143,0.18,-0.056,-0.056,0.491,0.498,1.1.7
RLGypsy_1_1410_mnt,0.204,0.452,0.622,0.53,0.451,0.451,0.162,0.205,-0.041,-0.041,0.525,0.534,1.1.7
RLGypsy_1_1411_mnt,0.482,0.762,0.633,0.715,0.761,0.761,0.373,0.488,0.018,0.018,0.712,0.73,1.1.7
RLGypsy_1_1412_mnt,0.256,0.527,0.634,0.608,0.525,0.525,0.197,0.258,0.008,0.008,0.603,0.612,1.1.7
RLGypsy_1_1413_mnt,0.343,0.54,0.544,0.54,0.539,0.539,0.18,0.344,-0.033,-0.033,0.536,0.547,1.1.7
RLGypsy_1_1414_mnt,0.266,0.508,0.628,0.56,0.507,0.507,0.158,0.269,-0.013,-0.013,0.556,0.566,1.1.7
RLGypsy_1_1415_mnt,0.185,0.369,0.599,0.462,0.368,0.368,0.102,0.185,-0.033,-0.033,0.458,0.464,1.1.7
RLGypsy_1_1416_mnt,0.336,0.565,0.605,0.574,0.564,0.564,0.152,0.339,-0.035,-0.035,0.571,0.583,1.1.7
RLGypsy_1_1417_mnt,0.385,0.671,0.678,0.703,0.67,0.67,0.279,0.389,0.054,0.054,0.7,0.716,1.1.7
RLGypsy_1_1418_mnt,0.411,0.661,0.624,0.647,0.661,0.661,0.263,0.414,0.018,0.018,0.643,0.657,1.1.7
RLGypsy_1_1419_mnt,0.402,0.651,0.636,0.649,0.651,0.651,0.303,0.405,0.021,0.021,0.645,0.66,1.1.7
RLGypsy_1_1420_mnt,0.412,0.665,0.617,0.646,0.664,0.664,0.268,0.416,0.018,0.018,0.641,0.656,1.1.7
RLGypsy_1_1421_mnt,0.396,0.649,0.644,0.657,0.648,0.648,0.305,0.399,0.026,0.026,0.653,0.668,1.1.7
RLGypsy_1_1422_mnt,0.367,0.585,0.605,0.595,0.585,0.585,0.207,0.369,0.006,0.006,0.591,0.604,1.1.7
RLGypsy_1_1423_mnt,0.234,0.496,0.678,0.606,0.495,0.495,0.158,0.236,-0.0,-0.0,0.602,0.611,1.1.7
RLGypsy_1_1424_mnt,0.163,0.387,0.654,0.52,0.386,0.386,0.091,0.164,-0.006,-0.006,0.516,0.522,1.1.7
RLGypsy_1_1425_mnt,0.111,0.307,0.65,0.447,0.306,0.306,0.056,0.111,0.003,0.003,0.444,0.447,1.1.7
RLGypsy_1_1426_mnt,0.112,0.327,0.646,0.47,0.326,0.326,0.051,0.112,-0.001,-0.001,0.466,0.47,1.1.7
RLGypsy_1_1427_mnt,0.102,0.318,0.651,0.481,0.317,0.317,0.04,0.102,0.015,0.015,0.478,0.482,1.1.7
RLGypsy_1_1428_mnt,0.159,0.4,0.661,0.515,0.399,0.399,0.103,0.16,0.007,0.007,0.511,0.516,1.1.7
RLGypsy_1_1429_mnt,0.138,0.39,0.667,0.525,0.389,0.389,0.096,0.139,0.011,0.011,0.521,0.526,1.1.7
RLGypsy_1_1430_mnt,0.214,0.449,0.654,0.552,0.448,0.448,0.159,0.216,-0.008,-0.008,0.548,0.556,1.1.7
RLGypsy_1_1431_mnt,0.121,0.396,0.703,0.552,0.394,0.394,0.082,0.122,0.036,0.036,0.549,0.554,1.1.7
RLGypsy_1_1432_mnt,0.515,0.826,0.656,0.75,0.824,0.824,0.496,0.522,0.03,0.03,0.745,0.765,1.1.7
RLGypsy_1_1433_mnt,0.531,0.847,0.658,0.76,0.846,0.846,0.468,0.538,0.029,0.029,0.755,0.776,1.1.7
RLGypsy_1_1434_mnt,0.263,0.536,0.662,0.611,0.535,0.535,0.124,0.265,0.021,0.021,0.607,0.617,1.1.7
RLGypsy_1_1435_mnt,0.17,0.41,0.711,0.54,0.409,0.409,0.133,0.171,0.013,0.013,0.536,0.542,1.1.7
RLGypsy_1_1436_mnt,0.341,0.62,0.743,0.679,0.619,0.619,0.222,0.345,0.032,0.032,0.675,0.688,1.1.7
RLGypsy_1_1437_mnt,0.13,0.377,0.721,0.528,0.376,0.376,0.007,0.13,0.017,0.017,0.524,0.528,1.1.7
RLGypsy_1_1438_mnt,0.28,0.549,0.695,0.596,0.547,0.547,0.178,0.283,0.01,0.01,0.591,0.602,1.1.7
RLGypsy_1_1439_mnt,0.37,0.638,0.598,0.609,0.636,0.636,0.229,0.374,-0.036,-0.036,0.605,0.619,1.1.7
RLGypsy_1_1440_mnt,0.169,0.412,0.678,0.554,0.411,0.411,0.155,0.171,0.005,0.005,0.55,0.555,1.1.7
RLGypsy_1_1441_mnt,0.572,0.828,0.599,0.72,0.828,0.828,0.444,0.577,0.009,0.009,0.716,0.735,1.1.7
RLGypsy_1_1442_mnt,0.443,0.714,0.672,0.695,0.713,0.713,0.38,0.448,0.016,0.016,0.691,0.707,1.1.7
RLGypsy_1_1443_mnt,0.43,0.696,0.668,0.682,0.695,0.695,0.364,0.434,0.013,0.013,0.678,0.694,1.1.7
RLGypsy_1_1444_mnt,0.43,0.706,0.673,0.693,0.705,0.705,0.371,0.435,0.015,0.015,0.689,0.704,1.1.7
RLGypsy_1_1445_mnt,0.418,0.688,0.668,0.68,0.687,0.687,0.355,0.422,0.012,0.012,0.676,0.691,1.1.7
