attr2888,attr2889,attr2890,attr2891,attr2892,attr2893,attr2894,attr2895,attr2896,attr2897,attr2898,attr2899,id,classification
-0.149,0.702,1.023,0.655,0.777,1.023,1.023,0.479,0.712,0.023,0.023,0.775,HELITRON9A_CB,2.1
-0.188,0.634,0.956,0.714,0.759,0.955,0.955,0.424,0.644,0.064,0.064,0.757,HELITRON9B_CB,2.1
-0.149,0.606,0.916,0.687,0.719,0.915,0.915,0.304,0.615,0.047,0.047,0.717,HELITRON9C_CB,2.1
-0.147,0.705,1.037,0.664,0.792,1.036,1.036,0.47,0.717,0.03,0.03,0.79,HELITRON9D_CB,2.1
-0.374,0.319,0.514,0.7,0.581,0.513,0.513,0.158,0.32,-0.026,-0.026,0.578,HelitronN-1_DPe,2.1
-0.451,0.678,0.86,0.603,0.699,0.861,0.861,0.516,0.683,0.075,0.075,0.697,HELITRONY1A,2.1
-0.105,0.76,1.312,1.01,1.132,1.312,1.312,0.77,0.777,0.163,0.163,1.129,HELITRONY1A_CE,2.1
-0.537,0.701,0.773,0.576,0.59,0.775,0.775,0.41,0.702,0.06,0.06,0.588,HELITRONY1B,2.1
-0.483,0.53,0.743,0.571,0.645,0.743,0.743,0.412,0.535,0.045,0.045,0.642,HELITRONY1C,2.1
-0.45,0.601,0.75,0.575,0.618,0.751,0.751,0.414,0.604,0.059,0.059,0.616,HELITRONY1D,2.1
-0.495,0.547,0.723,0.515,0.602,0.723,0.723,0.386,0.552,0.048,0.048,0.599,HELITRONY1E,2.1
-0.107,0.716,1.182,0.909,1.014,1.182,1.182,0.657,0.732,0.119,0.119,1.011,HELITRONY1_CE,2.1
-0.385,0.385,0.604,0.545,0.594,0.603,0.603,0.199,0.388,-0.011,-0.011,0.591,HELITRONY2,2.1
-0.377,0.176,0.319,0.799,0.474,0.318,0.318,0.047,0.174,0.036,0.036,0.471,HELITRONY2_CE,2.1
-0.373,0.637,0.856,0.516,0.672,0.857,0.857,0.511,0.644,0.03,0.03,0.668,HELITRONY3,2.1
-0.463,0.491,0.663,0.484,0.558,0.663,0.663,0.322,0.494,-0.003,-0.003,0.555,HELITRONY3A,2.1
-0.391,0.422,0.543,0.904,0.667,0.542,0.542,0.196,0.422,0.092,0.092,0.664,HELITRONY3_CE,2.1
-0.183,0.422,0.805,0.741,0.827,0.804,0.804,0.395,0.432,0.022,0.022,0.823,HELITRONY4_CE,2.1
-0.351,0.325,0.577,0.577,0.6,0.576,0.576,0.192,0.328,-0.011,-0.011,0.597,HELMET,2.1
-0.36,0.458,0.765,0.644,0.726,0.765,0.765,0.342,0.464,0.026,0.026,0.722,HELMET2,2.1
-0.394,0.327,0.524,0.602,0.549,0.524,0.524,0.124,0.327,-0.01,-0.01,0.546,HELMET3,2.1
-0.36,0.267,0.499,0.569,0.557,0.498,0.498,0.162,0.269,-0.035,-0.035,0.553,HELMET4,2.1
-0.334,0.406,0.724,0.632,0.733,0.723,0.723,0.369,0.412,-0.009,-0.009,0.729,HERMES,2.1.1.3
-0.4,0.396,0.689,0.601,0.688,0.688,0.688,0.32,0.401,0.029,0.029,0.684,HERMIT,2.1.1.3
-0.355,0.133,0.393,0.737,0.619,0.391,0.391,0.142,0.133,0.064,0.064,0.615,HITCHHIKER,2.1.1.7
-0.318,0.398,0.696,0.651,0.698,0.695,0.695,0.274,0.403,0.015,0.015,0.695,Hoana1,2.1.1.3
-0.321,0.309,0.642,0.637,0.712,0.642,0.642,0.304,0.314,0.021,0.021,0.708,Hoana2,2.1.1.3
-0.34,0.462,0.834,0.725,0.838,0.832,0.832,0.413,0.47,0.06,0.06,0.833,Hoana3,2.1.1.3
-0.33,0.353,0.656,0.636,0.688,0.655,0.655,0.24,0.358,0.009,0.009,0.685,Hoana4,2.1.1.3
-0.344,0.262,0.543,0.612,0.622,0.542,0.542,0.208,0.265,-0.029,-0.029,0.618,Hoana5,2.1.1.3
-0.325,0.284,0.544,0.616,0.638,0.543,0.543,0.219,0.286,-0.004,-0.004,0.635,Hoana6,2.1.1.3
-0.357,0.363,0.637,0.625,0.667,0.636,0.636,0.231,0.366,0.014,0.014,0.663,Hoana7,2.1.1.3
-0.327,0.37,0.69,0.736,0.732,0.69,0.69,0.338,0.375,0.045,0.045,0.728,Hoana8,2.1.1.3
-0.323,0.332,0.659,0.727,0.723,0.658,0.658,0.31,0.337,0.033,0.033,0.719,HOBO,2.1.1.3
-0.342,0.315,0.617,0.718,0.688,0.616,0.616,0.206,0.319,0.024,0.024,0.685,Hogri1,2.1.1.3
-0.387,0.37,0.63,0.66,0.668,0.629,0.629,0.246,0.373,0.026,0.026,0.664,HOMER,2.1.1.3
-0.371,0.428,0.779,0.679,0.772,0.777,0.777,0.38,0.435,0.017,0.017,0.768,Homo1,2.1.1.3
-0.336,0.291,0.556,0.596,0.632,0.554,0.554,0.216,0.294,-0.024,-0.024,0.629,Homo10,2.1.1.3
-0.304,0.436,0.762,0.755,0.775,0.761,0.761,0.377,0.442,0.084,0.084,0.77,Homo11,2.1.1.3
-0.321,0.337,0.651,0.643,0.675,0.649,0.649,0.261,0.341,-0.018,-0.018,0.67,Homo2,2.1.1.3
-0.347,0.306,0.639,0.679,0.736,0.637,0.637,0.28,0.311,0.066,0.066,0.732,Homo3,2.1.1.3
-0.425,0.368,0.654,0.668,0.696,0.653,0.653,0.273,0.372,0.028,0.028,0.692,Homo4,2.1.1.3
-0.354,0.255,0.536,0.652,0.656,0.534,0.534,0.204,0.257,0.02,0.02,0.652,Homo5,2.1.1.3
-0.361,0.478,0.812,0.661,0.78,0.811,0.811,0.381,0.485,0.01,0.01,0.776,Homo6,2.1.1.3
-0.345,0.307,0.618,0.667,0.685,0.617,0.617,0.294,0.311,0.021,0.021,0.68,Homo7,2.1.1.3
-0.339,0.318,0.66,0.694,0.757,0.658,0.658,0.26,0.324,0.022,0.022,0.753,Homo8,2.1.1.3
-0.364,0.363,0.696,0.655,0.729,0.695,0.695,0.325,0.368,0.042,0.042,0.726,Homo9,2.1.1.3
-0.381,0.088,0.222,0.601,0.411,0.221,0.221,0.04,0.085,-0.03,-0.03,0.408,Hop,2.1.1.10
-0.341,0.314,0.577,0.644,0.636,0.576,0.576,0.196,0.317,-0.017,-0.017,0.633,Hopers2,2.1.1.3
-0.279,0.351,0.681,0.667,0.734,0.68,0.68,0.35,0.356,0.012,0.012,0.73,Hopers3,2.1.1.3
-0.359,0.353,0.637,0.631,0.666,0.636,0.636,0.269,0.357,0.006,0.006,0.662,HOPPER2_MM,2.1.1.20
-0.342,0.331,0.596,0.6,0.637,0.594,0.594,0.225,0.334,0.007,0.007,0.633,HOPPER_BD,2.1.1.3
-0.332,0.275,0.567,0.736,0.69,0.566,0.566,0.236,0.278,0.047,0.047,0.687,Hopseu2,2.1.1.3
-0.361,0.303,0.576,0.734,0.681,0.575,0.575,0.208,0.306,0.075,0.075,0.678,Hovi1,2.1.1.3
-0.356,0.231,0.518,0.718,0.658,0.517,0.517,0.154,0.233,0.038,0.038,0.654,Hovi2,2.1.1.3
-0.295,0.362,0.653,0.619,0.645,0.651,0.651,0.326,0.365,-0.024,-0.024,0.641,Howilli1,2.1.1.3
-0.359,0.384,0.725,0.671,0.744,0.724,0.724,0.343,0.39,0.007,0.007,0.74,Howilli2,2.1.1.3
-0.346,0.29,0.615,0.664,0.714,0.614,0.614,0.233,0.294,0.054,0.054,0.711,Howilli3,2.1.1.3
-0.344,0.392,0.674,0.572,0.65,0.673,0.673,0.309,0.396,-0.032,-0.032,0.647,Howilli4,2.1.1.3
-0.387,0.369,0.649,0.61,0.642,0.648,0.648,0.269,0.373,-0.017,-0.017,0.639,Howilli5,2.1.1.3
-0.378,0.321,0.608,0.612,0.651,0.607,0.607,0.191,0.325,0.006,0.006,0.648,Hoyak1,2.1.1.3
-0.313,0.331,0.67,0.698,0.737,0.669,0.669,0.321,0.336,0.033,0.033,0.732,Hoyak2,2.1.1.3
-0.336,0.448,0.776,0.721,0.774,0.775,0.775,0.385,0.454,0.047,0.047,0.77,Hoyak3,2.1.1.3
-0.074,0.05,0.357,0.475,0.442,0.356,0.356,0.012,0.054,-0.181,-0.181,0.439,HP_FR1,2.1
-0.421,0.255,0.539,0.866,0.746,0.536,0.536,0.084,0.258,0.058,0.058,0.74,HP_FR2,2.1
-0.253,0.246,0.549,0.668,0.646,0.548,0.548,0.199,0.25,0.025,0.025,0.642,HSMAR1,2.1.1.8
-0.214,0.303,0.619,0.618,0.638,0.618,0.618,0.275,0.307,-0.023,-0.023,0.633,HSMAR2,2.1.1.8
-0.329,0.306,0.543,0.54,0.557,0.542,0.542,0.18,0.308,-0.062,-0.062,0.553,HSTC2,2.1.1.8
-0.399,0.518,0.767,0.856,0.72,0.765,0.765,0.392,0.525,0.119,0.119,0.714,HT1_MT,2.1
-0.25,0.428,0.815,0.604,0.771,0.814,0.814,0.479,0.437,0.012,0.012,0.766,HYDARGOS1_EM,2.1.1.8
-0.361,-0.121,0.044,0.54,0.226,0.042,0.042,-0.12,-0.12,-0.175,-0.175,0.222,ICARUS_TA,2.1.1.8
-0.315,0.074,0.309,0.521,0.395,0.308,0.308,-0.105,0.079,-0.068,-0.068,0.393,ICARUS_TM,2.1.1.8
-0.303,0.363,0.609,0.641,0.633,0.607,0.607,0.254,0.369,0.016,0.016,0.629,ID-2,2.1
-0.433,0.255,0.487,0.528,0.508,0.486,0.486,0.083,0.257,-0.108,-0.108,0.504,ID-3,2.1
-0.693,0.191,0.291,0.549,0.434,0.29,0.29,0.123,0.186,-0.005,-0.005,0.431,ID-4,2.1
-0.385,0.27,0.504,0.63,0.602,0.503,0.503,0.112,0.271,-0.022,-0.022,0.599,IFP2,2.1
-0.339,0.121,0.262,0.667,0.444,0.261,0.261,0.1,0.12,0.0,0.0,0.442,IMPALA,2.1.1.8
-0.454,0.178,0.349,0.513,0.473,0.347,0.347,0.154,0.178,-0.073,-0.073,0.469,INDITTO,2.1.1.7
-0.271,0.284,0.563,0.577,0.607,0.563,0.563,0.21,0.289,-0.024,-0.024,0.605,INMU1,2.1
-0.414,0.417,0.688,0.638,0.661,0.687,0.687,0.165,0.421,-0.032,-0.032,0.658,INV2j_DB,2.1.1.6
-0.403,0.152,0.296,0.567,0.407,0.296,0.296,-0.0,0.149,-0.009,-0.009,0.402,IR12_TM,2.1
-0.263,0.223,0.452,0.618,0.521,0.453,0.453,0.209,0.224,-0.001,-0.001,0.516,IR1_CE,2.1
-0.24,0.62,1.063,0.807,1.032,1.064,1.064,0.649,0.632,0.084,0.084,1.03,IR3_CE,2.1
-0.19,0.657,0.573,0.622,0.577,0.575,0.575,0.066,0.648,-0.07,-0.07,0.576,IS3EU-1N1_DR,2.1
-0.26,0.401,0.665,0.567,0.596,0.664,0.664,0.273,0.407,-0.035,-0.035,0.592,IS3EU-1_CGi,2.1
-0.378,0.358,0.593,0.566,0.607,0.592,0.592,0.197,0.36,-0.062,-0.062,0.603,IS3EU-1_DR,2.1
-0.421,0.501,0.728,0.646,0.696,0.728,0.728,0.312,0.504,0.055,0.055,0.693,IS3EU-1_HM,2.1
-0.257,0.152,0.379,0.609,0.488,0.378,0.378,0.089,0.152,-0.041,-0.041,0.485,IS3EU-1_PGra,2.1
-0.341,0.3,0.57,0.551,0.599,0.569,0.569,0.231,0.304,-0.028,-0.028,0.596,IS3EU-1_TC,2.1
-0.467,0.328,0.591,0.517,0.57,0.589,0.589,0.264,0.33,-0.068,-0.068,0.565,IS3EU-2N1_CGi,2.1
-0.376,0.36,0.63,0.64,0.638,0.629,0.629,0.21,0.363,-0.002,-0.002,0.634,IS3EU-2_CGi,2.1
-0.38,0.327,0.62,0.593,0.636,0.618,0.618,0.245,0.331,-0.038,-0.038,0.632,IS3EU-2_DR,2.1
-0.368,0.279,0.542,0.568,0.571,0.541,0.541,0.21,0.282,-0.06,-0.06,0.566,IS3EU-3_DR,2.1
-0.655,0.542,0.707,0.613,0.659,0.707,0.707,0.293,0.543,0.004,0.004,0.656,IS3EU-4N_DR,2.1
-0.443,0.29,0.52,0.667,0.606,0.518,0.518,0.169,0.291,-0.005,-0.005,0.601,IS3EU-4_DR,2.1
-0.362,0.323,0.619,0.628,0.637,0.618,0.618,0.252,0.327,-0.034,-0.034,0.633,IS3EU-5_DR,2.1
-0.363,0.143,0.322,0.507,0.418,0.321,0.321,0.05,0.144,-0.122,-0.122,0.414,IS3EU-6_DR,2.1
-0.471,0.427,0.63,0.641,0.603,0.63,0.63,0.211,0.428,0.005,0.005,0.599,IS3EU-N1_CGi,2.1
-0.618,0.451,0.639,0.572,0.586,0.638,0.638,0.146,0.453,-0.08,-0.08,0.582,IS3EU-N1_EL,2.1
-0.385,0.217,0.439,0.601,0.521,0.437,0.437,0.137,0.218,-0.049,-0.049,0.517,IS3EU-N1_SSa,2.1
-0.759,0.54,0.633,0.294,0.426,0.635,0.635,0.099,0.545,0.002,0.002,0.426,IS3EU-N2_CGi,2.1
-0.483,0.298,0.532,0.618,0.601,0.531,0.531,0.178,0.3,0.025,0.025,0.598,IS3EU-N3_CGi,2.1
-0.326,0.332,0.608,0.586,0.617,0.608,0.608,0.218,0.336,-0.03,-0.03,0.613,IS4EU-1_AA,2.1
-0.394,0.257,0.488,0.557,0.52,0.487,0.487,0.154,0.259,-0.08,-0.08,0.516,IS4EU-1_BF,2.1
-0.398,0.239,0.496,0.613,0.578,0.494,0.494,0.121,0.242,-0.045,-0.045,0.574,IS4EU-1_DR,2.1
-0.311,0.23,0.487,0.542,0.543,0.486,0.486,0.139,0.232,-0.058,-0.058,0.538,IS4EU-1_NV,2.1
-0.368,0.282,0.531,0.563,0.559,0.53,0.53,0.158,0.285,-0.087,-0.087,0.555,IS4EU-2_DR,2.1
-0.297,0.187,0.405,0.666,0.51,0.404,0.404,0.133,0.188,-0.032,-0.032,0.506,ISL2EU-10_CCri,2.1
-0.388,0.311,0.569,0.584,0.591,0.568,0.568,0.227,0.313,-0.029,-0.029,0.587,ISL2EU-10_CGi,2.1
-0.354,0.123,0.311,0.645,0.469,0.309,0.309,0.062,0.123,-0.016,-0.016,0.464,ISL2EU-11_CCri,2.1
-0.373,0.335,0.59,0.579,0.602,0.589,0.589,0.19,0.338,-0.049,-0.049,0.599,ISL2EU-11_CGi,2.1
-0.307,0.14,0.362,0.724,0.508,0.361,0.361,0.088,0.141,-0.003,-0.003,0.504,ISL2EU-12_CCri,2.1
-0.38,0.327,0.59,0.562,0.599,0.589,0.589,0.236,0.33,-0.045,-0.045,0.595,ISL2EU-12_CGi,2.1
-0.334,0.122,0.332,0.637,0.476,0.331,0.331,0.111,0.123,-0.035,-0.035,0.472,ISL2EU-13_CCri,2.1
-0.427,0.33,0.584,0.574,0.594,0.584,0.584,0.169,0.333,-0.025,-0.025,0.591,ISL2EU-13_CGi,2.1
-0.322,0.09,0.284,0.729,0.507,0.283,0.283,0.068,0.09,0.018,0.018,0.503,ISL2EU-14_CCri,2.1
-0.376,0.322,0.577,0.568,0.58,0.576,0.576,0.23,0.325,-0.04,-0.04,0.577,ISL2EU-14_CGi,2.1
-0.253,0.17,0.399,0.621,0.505,0.398,0.398,0.103,0.171,-0.022,-0.022,0.501,ISL2EU-15_CCri,2.1
-0.384,0.302,0.563,0.566,0.583,0.561,0.561,0.193,0.305,-0.039,-0.039,0.579,ISL2EU-15_CGi,2.1
-0.363,0.355,0.633,0.614,0.64,0.632,0.632,0.194,0.359,-0.016,-0.016,0.635,ISL2EU-16_CGi,2.1
-0.394,0.354,0.61,0.558,0.593,0.609,0.609,0.24,0.358,-0.043,-0.043,0.589,ISL2EU-17_CGi,2.1
-0.39,0.327,0.582,0.597,0.59,0.581,0.581,0.181,0.33,-0.035,-0.035,0.586,ISL2EU-18_CGi,2.1
-0.296,0.252,0.494,0.57,0.534,0.493,0.493,0.141,0.254,-0.049,-0.049,0.53,ISL2EU-1_ADi,2.1
-0.391,0.36,0.633,0.6,0.638,0.631,0.631,0.275,0.364,-0.014,-0.014,0.634,ISL2EU-1_BM,2.1
-0.317,0.231,0.488,0.638,0.556,0.486,0.486,0.128,0.234,-0.033,-0.033,0.552,ISL2EU-1_CCri,2.1
-0.349,0.277,0.531,0.663,0.627,0.53,0.53,0.19,0.28,0.014,0.014,0.623,ISL2EU-1_CFl,2.1
-0.354,0.366,0.617,0.556,0.588,0.616,0.616,0.209,0.37,-0.058,-0.058,0.584,ISL2EU-1_CGi,2.1
-0.374,0.31,0.567,0.646,0.625,0.566,0.566,0.184,0.313,0.007,0.007,0.621,ISL2EU-1_CS,2.1
-0.437,0.241,0.475,0.558,0.54,0.473,0.473,0.13,0.242,-0.097,-0.097,0.536,ISL2EU-1_DR,2.1
-0.363,0.415,0.686,0.571,0.655,0.685,0.685,0.298,0.42,-0.006,-0.006,0.651,ISL2EU-1_HM,2.1
-0.356,0.291,0.549,0.652,0.626,0.547,0.547,0.173,0.293,0.008,0.008,0.623,ISL2EU-1_HSal,2.1
-0.317,0.166,0.375,0.644,0.51,0.373,0.373,0.043,0.167,-0.005,-0.005,0.506,ISL2EU-1_LHu,2.1
-0.359,0.229,0.505,0.56,0.568,0.504,0.504,0.141,0.232,-0.071,-0.071,0.563,ISL2EU-1_SK,2.1
-0.354,0.14,0.375,0.549,0.491,0.373,0.373,0.102,0.141,-0.096,-0.096,0.487,ISL2EU-1_SSa,2.1
-0.318,0.33,0.606,0.677,0.626,0.604,0.604,0.217,0.333,0.016,0.016,0.623,ISL2EU-2N1_CFl,2.1
-0.296,0.309,0.583,0.585,0.583,0.582,0.582,0.16,0.312,-0.04,-0.04,0.58,ISL2EU-2_ADi,2.1
-0.321,0.152,0.402,0.778,0.58,0.401,0.401,0.087,0.153,0.045,0.045,0.577,ISL2EU-2_CCri,2.1
-0.332,0.218,0.428,0.535,0.47,0.427,0.427,0.136,0.219,-0.061,-0.061,0.467,ISL2EU-2_CFl,2.1
-0.377,0.372,0.653,0.596,0.649,0.652,0.652,0.246,0.377,-0.027,-0.027,0.645,ISL2EU-2_CGi,2.1
-0.386,0.3,0.549,0.612,0.6,0.548,0.548,0.214,0.302,-0.01,-0.01,0.596,ISL2EU-2_CS,2.1
-0.37,0.366,0.648,0.596,0.668,0.646,0.646,0.267,0.37,0.0,0.0,0.663,ISL2EU-2_HM,2.1
-0.331,0.243,0.479,0.553,0.531,0.478,0.478,0.17,0.245,-0.051,-0.051,0.527,ISL2EU-2_NV,2.1
-0.33,0.145,0.364,0.533,0.459,0.362,0.362,0.083,0.146,-0.106,-0.106,0.455,ISL2EU-2_SSa,2.1
-0.528,0.251,0.46,0.577,0.516,0.458,0.458,0.126,0.254,-0.134,-0.134,0.512,ISL2EU-3N1_CFl,2.1
-0.28,0.18,0.416,0.674,0.525,0.415,0.415,0.096,0.18,0.002,0.002,0.521,ISL2EU-3_CCri,2.1
-0.38,0.229,0.464,0.636,0.574,0.462,0.462,0.151,0.23,-0.005,-0.005,0.571,ISL2EU-3_CFl,2.1
-0.385,0.308,0.595,0.621,0.644,0.594,0.594,0.213,0.311,-0.011,-0.011,0.641,ISL2EU-3_CGi,2.1
-0.331,0.441,0.718,0.551,0.659,0.717,0.717,0.36,0.447,-0.005,-0.005,0.654,ISL2EU-3_HM,2.1
-0.442,0.356,0.574,0.582,0.61,0.574,0.574,0.253,0.358,-0.021,-0.021,0.608,ISL2EU-4N1_CGi,2.1
-0.272,0.201,0.435,0.635,0.536,0.434,0.434,0.112,0.202,-0.012,-0.012,0.532,ISL2EU-4_CCri,2.1
-0.326,0.382,0.656,0.658,0.672,0.655,0.655,0.277,0.386,0.015,0.015,0.668,ISL2EU-4_CFl,2.1
-0.39,0.314,0.59,0.655,0.656,0.589,0.589,0.25,0.318,0.016,0.016,0.651,ISL2EU-4_CGi,2.1
-0.374,0.443,0.715,0.583,0.649,0.714,0.714,0.331,0.449,0.012,0.012,0.645,ISL2EU-4_HM,2.1
-0.363,0.169,0.408,0.665,0.534,0.407,0.407,0.101,0.169,0.021,0.021,0.531,ISL2EU-5_CCri,2.1
-0.379,0.41,0.682,0.602,0.693,0.681,0.681,0.27,0.415,0.016,0.016,0.69,ISL2EU-5_CFl,2.1
-0.402,0.382,0.639,0.604,0.632,0.638,0.638,0.243,0.385,-0.039,-0.039,0.628,ISL2EU-5_CGi,2.1
-0.335,0.452,0.749,0.561,0.679,0.748,0.748,0.336,0.458,-0.004,-0.004,0.675,ISL2EU-5_HM,2.1
-0.316,0.23,0.466,0.631,0.51,0.465,0.465,0.125,0.232,-0.031,-0.031,0.506,ISL2EU-6_CCri,2.1
-0.375,0.203,0.417,0.615,0.547,0.416,0.416,0.066,0.203,-0.016,-0.016,0.544,ISL2EU-6_CFl,2.1
-0.409,0.339,0.606,0.608,0.614,0.605,0.605,0.211,0.343,-0.032,-0.032,0.61,ISL2EU-6_CGi,2.1
-0.365,0.455,0.723,0.571,0.665,0.723,0.723,0.357,0.46,0.018,0.018,0.661,ISL2EU-6_HM,2.1
-0.35,0.193,0.427,0.652,0.527,0.426,0.426,0.064,0.195,-0.039,-0.039,0.522,ISL2EU-7_CCri,2.1
-0.38,0.369,0.682,0.734,0.746,0.681,0.681,0.271,0.374,0.082,0.082,0.742,ISL2EU-7_CFl,2.1
-0.396,0.312,0.579,0.612,0.607,0.578,0.578,0.211,0.315,-0.036,-0.036,0.602,ISL2EU-7_CGi,2.1
-0.364,0.384,0.638,0.51,0.621,0.637,0.637,0.272,0.388,-0.042,-0.042,0.618,ISL2EU-7_HMa,2.1
-0.324,0.146,0.386,0.676,0.555,0.385,0.385,0.118,0.147,0.011,0.011,0.551,ISL2EU-8_CCri,2.1
-0.439,0.309,0.506,0.548,0.53,0.505,0.505,0.151,0.31,-0.074,-0.074,0.527,ISL2EU-8_CGi,2.1
-0.362,0.413,0.683,0.616,0.678,0.682,0.682,0.319,0.417,0.011,0.011,0.675,ISL2EU-9N1_CGi,2.1
-0.318,0.177,0.433,0.689,0.564,0.432,0.432,0.076,0.178,0.0,0.0,0.559,ISL2EU-9_CCri,2.1
-0.367,0.321,0.578,0.624,0.621,0.577,0.577,0.191,0.324,-0.003,-0.003,0.617,ISL2EU-9_CGi,2.1
-0.396,0.448,0.711,0.597,0.657,0.711,0.711,0.339,0.454,0.02,0.02,0.653,ISL2EU-N10_CGi,2.1
-0.407,0.368,0.618,0.595,0.627,0.617,0.617,0.194,0.37,-0.021,-0.021,0.623,ISL2EU-N11_CGi,2.1
-0.42,0.405,0.694,0.675,0.712,0.692,0.692,0.252,0.41,0.018,0.018,0.708,ISL2EU-N1_CGi,2.1
-0.359,0.372,0.604,0.544,0.608,0.604,0.604,0.283,0.375,-0.034,-0.034,0.604,ISL2EU-N1_HSal,2.1
-0.443,0.25,0.536,0.663,0.639,0.535,0.535,0.172,0.252,-0.02,-0.02,0.636,ISL2EU-N1_LMi,2.1
-0.369,0.268,0.534,0.63,0.581,0.532,0.532,0.171,0.27,-0.036,-0.036,0.577,ISL2EU-N1_OL,2.1
-0.27,0.51,0.894,0.734,0.838,0.893,0.893,0.566,0.52,0.076,0.076,0.834,ISL2EU-N1_RPr,2.1
-0.43,0.57,0.85,0.642,0.745,0.849,0.849,0.325,0.577,-0.023,-0.023,0.74,ISL2EU-N2_CGi,2.1
-0.345,0.021,0.19,0.758,0.459,0.189,0.189,0.04,0.02,-0.013,-0.013,0.455,ISL2EU-N2_LMi,2.1
-0.385,0.407,0.706,0.721,0.766,0.705,0.705,0.354,0.412,0.094,0.094,0.761,ISL2EU-N3B_CGi,2.1
-0.401,0.446,0.728,0.752,0.758,0.727,0.727,0.336,0.451,0.099,0.099,0.754,ISL2EU-N3_CGi,2.1
-0.37,0.213,0.462,0.723,0.642,0.46,0.46,0.084,0.216,0.024,0.024,0.638,ISL2EU-N3_LMi,2.1
-0.359,0.434,0.709,0.662,0.686,0.709,0.709,0.35,0.439,0.034,0.034,0.682,ISL2EU-N4_CGi,2.1
-0.402,0.356,0.648,0.743,0.718,0.646,0.646,0.252,0.36,0.054,0.054,0.715,ISL2EU-N5B_CGi,2.1
-0.408,0.427,0.692,0.616,0.664,0.692,0.692,0.259,0.432,0.003,0.003,0.661,ISL2EU-N5_CGi,2.1
-0.451,0.53,0.816,0.714,0.741,0.815,0.815,0.279,0.536,0.059,0.059,0.735,ISL2EU-N6_CGi,2.1
-0.409,0.632,0.921,0.674,0.803,0.921,0.921,0.398,0.638,0.031,0.031,0.799,ISL2EU-N7B_CGi,2.1
-0.43,0.53,0.847,0.726,0.831,0.846,0.846,0.315,0.537,0.063,0.063,0.827,ISL2EU-N7_CGi,2.1
-0.379,0.467,0.746,0.668,0.727,0.745,0.745,0.297,0.472,0.054,0.054,0.722,ISL2EU-N8_CGi,2.1
-0.385,0.575,0.832,0.819,0.733,0.831,0.831,0.353,0.582,0.153,0.153,0.729,ISL2EU-N9_CGi,2.1
-0.303,0.237,0.495,0.739,0.575,0.494,0.494,0.225,0.239,0.056,0.056,0.571,ITmD37D_Ele1,2.1.1.8
-0.28,0.253,0.52,0.605,0.557,0.519,0.519,0.16,0.256,-0.017,-0.017,0.553,ITmD37D_Ele3,2.1.1.8
-0.294,0.243,0.545,0.771,0.644,0.545,0.545,0.231,0.247,0.076,0.076,0.639,ITmD37D_Ele6,2.1.1.8
-0.29,0.184,0.488,0.63,0.601,0.487,0.487,0.199,0.187,-0.005,-0.005,0.598,ITmD37D_Ele7,2.1.1.8
-0.287,0.33,0.676,0.691,0.742,0.675,0.675,0.322,0.336,0.045,0.045,0.74,ITmD37E-N1_AAe,2.1.1.8
-0.255,0.29,0.636,0.75,0.713,0.635,0.635,0.218,0.296,0.066,0.066,0.71,ITmD37E_Ele11,2.1.1.8
-0.264,0.246,0.598,0.788,0.702,0.596,0.596,0.294,0.25,0.09,0.09,0.698,ITmD37E_Ele13,2.1.1.8
-0.257,0.234,0.537,0.7,0.622,0.536,0.536,0.196,0.237,0.034,0.034,0.619,ITmD37E_Ele3,2.1.1.8
-0.243,0.2,0.537,0.79,0.682,0.536,0.536,0.259,0.204,0.073,0.073,0.677,ITmD37E_Ele5,2.1.1.8
-0.291,0.276,0.575,0.641,0.616,0.574,0.574,0.208,0.28,0.012,0.012,0.612,ITmD37E_Ele6,2.1.1.8
-0.236,0.25,0.607,0.667,0.696,0.606,0.606,0.22,0.255,0.015,0.015,0.692,ITmD37E_Ele9,2.1.1.8
-0.292,0.488,0.593,0.454,0.491,0.594,0.594,0.152,0.49,-0.08,-0.08,0.49,JASON_TA,2.1.1.8
-0.205,0.526,0.773,0.679,0.614,0.774,0.774,0.324,0.532,0.012,0.012,0.611,JINHUA,2.1.1.3
-0.329,0.235,0.467,0.68,0.569,0.466,0.466,0.142,0.236,-0.005,-0.005,0.565,Jittery,2.1.1.10
-0.287,0.272,0.551,0.558,0.559,0.55,0.55,0.188,0.274,-0.071,-0.071,0.554,Joey1,2.1.1.8
-0.491,0.247,0.431,0.885,0.551,0.43,0.43,0.137,0.248,0.185,0.185,0.55,JOUZHEN,2.1.1.3
-0.44,0.303,0.478,0.843,0.53,0.478,0.478,0.257,0.304,0.21,0.21,0.529,JOUZHENA,2.1.1.3
-0.311,0.265,0.54,0.633,0.61,0.539,0.539,0.171,0.268,-0.018,-0.018,0.606,Kanga1,2.1.1.8
-0.302,0.293,0.54,0.6,0.595,0.539,0.539,0.234,0.296,-0.013,-0.013,0.59,Kanga11a,2.1.1.8
-0.368,0.387,0.626,0.621,0.634,0.625,0.625,0.212,0.389,-0.017,-0.017,0.63,KANGA2_A,2.1.1.8
-0.305,0.428,0.756,0.69,0.739,0.755,0.755,0.335,0.434,0.024,0.024,0.735,KBOC_DB,2.1.1.6
0.055,-0.008,0.23,0.361,0.357,0.227,0.227,0.049,-0.009,-0.003,-0.003,0.358,KERES_TA,2.1
